CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Standard turmeric/curcumin,Standard turmeric/curcumin,Rheumatoid arthritis,5,0.01141552511,0.05813953488
Herbal/Botanicals,Herbs,Boswellia (Indian frankincense),,Boswellia (Indian frankincense),Rheumatoid arthritis,4,0.02222222222,0.04651162791
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Meriva,Meriva,Rheumatoid arthritis,4,0.009302325581,0.04651162791
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Rheumatoid arthritis,3,0.005988023952,0.03488372093
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Rheumatoid arthritis,3,0.002295332823,0.03488372093
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Rheumatoid arthritis,3,0.002770083102,0.03488372093
Vitamins & minerals,Complexes & combos,ADK/E,,ADK/E,Rheumatoid arthritis,2,0.006289308176,0.02325581395
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Curcumin C3,Curcumin C3,Rheumatoid arthritis,2,0.01123595506,0.02325581395
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,Rheumatoid arthritis,2,0.01226993865,0.02325581395
Nutritional supplements,Other metabolites & bioactive compounds,Glucosamine & chondroitin,,Glucosamine & chondroitin,Rheumatoid arthritis,2,0.008547008547,0.02325581395
Vitamins & minerals,Multivitamins & minerals,Multivitamins,,Multivitamins,Rheumatoid arthritis,2,0.001834862385,0.02325581395
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Rheumatoid arthritis,2,0.005865102639,0.02325581395
Nutritional supplements,Omegas & other fatty acids,Fish oil,SPM,SPM,Rheumatoid arthritis,2,0.007633587786,0.02325581395
Nutritional supplements,Enzymes,Systemic enzymes,Serrapeptase,Serrapeptase,Rheumatoid arthritis,2,0.06451612903,0.02325581395
Vitamins & minerals,Vitamins,Vitamin C,Ascorbic acid,Ascorbic acid,Rheumatoid arthritis,1,0.001700680272,0.01162790698
Vitamins & minerals,Minerals,Boron,,Boron,Rheumatoid arthritis,1,0.01063829787,0.01162790698
Nutritional supplements,Collagen & protein,Collagen,Chicken collagen,Chicken collagen,Rheumatoid arthritis,1,0.02702702703,0.01162790698
Nutritional supplements,Omegas & other fatty acids,Fish oil,Cod liver oil,Cod liver oil,Rheumatoid arthritis,1,0.006622516556,0.01162790698
Nutritional supplements,Amino acids,Amino compounds,Creatine,Creatine,Rheumatoid arthritis,1,0.001366120219,0.01162790698
Herbal/Botanicals,Herbs,Licorice,Deglycerrhizinated licorice (DGL),Deglycerrhizinated licorice (DGL),Rheumatoid arthritis,1,0.003436426117,0.01162790698
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Evening primrose oil,Evening primrose oil,Rheumatoid arthritis,1,0.0125,0.01162790698
Conditions & formulations,Dermatological health,Hair support,Healthy hair support,Healthy hair support,Rheumatoid arthritis,1,0.006666666667,0.01162790698
Homeopathy,Homeopathic remedies,Homeopathic combinations,,Homeopathic combinations,Rheumatoid arthritis,1,0.01492537313,0.01162790698
Conditions & formulations,Immune & inflammatory health,Immune support,,Immune support,Rheumatoid arthritis,1,0.002475247525,0.01162790698
Conditions & formulations,Musculoskeletal health & sport/exercise,Joint support,,Joint support,Rheumatoid arthritis,1,0.002958579882,0.01162790698
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),Rheumatoid arthritis,1,0.004347826087,0.01162790698
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Rheumatoid arthritis,1,0.002994011976,0.01162790698
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Rheumatoid arthritis,1,0.001897533207,0.01162790698
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Rheumatoid arthritis,1,0.000253164557,0.01162790698
Personal care & healthy living,Bath & body care,Massage / Topical oils,,Massage / Topical oils,Rheumatoid arthritis,1,0.01149425287,0.01162790698
Herbal/Botanicals,Herbs,Milk thistle,,Milk thistle,Rheumatoid arthritis,1,0.00462962963,0.01162790698
Homeopathy,Homeopathic remedies,Musculoskeletal support (Homeopathic),,Musculoskeletal support (Homeopathic),Rheumatoid arthritis,1,0.03448275862,0.01162790698
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Rheumatoid arthritis,1,0.001047120419,0.01162790698
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,Rheumatoid arthritis,1,0.02,0.01162790698
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Other greens & superfoods,Other greens & superfoods,Rheumatoid arthritis,1,0.005882352941,0.01162790698
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Rheumatoid arthritis,1,0.00269541779,0.01162790698
Nutritional supplements,Enzymes,Systemic enzymes,Other systemic enzymes,Other systemic enzymes,Rheumatoid arthritis,1,0.008695652174,0.01162790698
Vitamins & minerals,Vitamins,Vitamin C,Other vitamin C,Other vitamin C,Rheumatoid arthritis,1,0.025,0.01162790698
Nutritional supplements,Other metabolites & bioactive compounds,PEA,,PEA,Rheumatoid arthritis,1,0.008064516129,0.01162790698
Homeopathy,Homeopathic remedies,Pain management (Homeopathic),,Pain management (Homeopathic),Rheumatoid arthritis,1,0.02040816327,0.01162790698
Herbal/Botanicals,Herbs,Pine bark,Pycnogenol,Pycnogenol,Rheumatoid arthritis,1,0.02941176471,0.01162790698
Herbal/Botanicals,Phytonutrients,Flavonoids,Quercetin,Quercetin,Rheumatoid arthritis,1,0.004115226337,0.01162790698
Herbal/Botanicals,Herbs,Samento (Cat's claw),,Samento (Cat's claw),Rheumatoid arthritis,1,0.02941176471,0.01162790698
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Theracurmin,Theracurmin,Rheumatoid arthritis,1,0.01351351351,0.01162790698
Homeopathy,Homeopathic remedies,Topical homeopathics,,Topical homeopathics,Rheumatoid arthritis,1,0.01369863014,0.01162790698
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Rosacea,3,0.00207325501,0.1578947368
Vitamins & minerals,Minerals,Zinc,Zinc picolinate,Zinc picolinate,Rosacea,2,0.004424778761,0.1052631579
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Rosacea,1,0.0003407155026,0.05263157895
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Rosacea,1,0.0003790750569,0.05263157895
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Rosacea,1,0.001996007984,0.05263157895
Lab tests & clinical supplies,Therapeutic topicals,First aid,,First aid,Rosacea,1,0.5,0.05263157895
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Rosacea,1,0.0009233610342,0.05263157895
Nutritional supplements,Amino acids,Peptides,Glutathione,Glutathione,Rosacea,1,0.003076923077,0.05263157895
Homeopathy,Homeopathic remedies,Homeopathic combinations,,Homeopathic combinations,Rosacea,1,0.01492537313,0.05263157895
Conditions & formulations,Immune & inflammatory health,Immune support,,Immune support,Rosacea,1,0.002475247525,0.05263157895
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Rosacea,1,0.002994011976,0.05263157895
Vitamins & minerals,Vitamins,Vitamin C,Other vitamin C,Other vitamin C,Rosacea,1,0.025,0.05263157895
Nutritional supplements,Prebiotics & fibers,Pectins,,Pectins,Rosacea,1,0.01818181818,0.05263157895
Herbal/Botanicals,Herbs,Pine bark,Pycnogenol,Pycnogenol,Rosacea,1,0.02941176471,0.05263157895
Vitamins & minerals,Vitamins,Vitamin A,Retinyl palmitate,Retinyl palmitate,Rosacea,1,0.01369863014,0.05263157895
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Rosacea,1,0.0001740947075,0.05263157895
Vitamins & minerals,Vitamins,Vitamin C,Ascorbic acid,Ascorbic acid,Schizophrenia,1,0.001700680272,0.5
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Schizophrenia,1,0.0006910850035,0.5
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Sciatica,6,0.01463414634,0.24
Conditions & formulations,Musculoskeletal health & sport/exercise,Joint support,,Joint support,Sciatica,3,0.008875739645,0.12
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Sciatica,2,0.004938271605,0.08
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Sciatica,2,0.0005063291139,0.08
Homeopathy,Homeopathic remedies,Musculoskeletal support (Homeopathic),,Musculoskeletal support (Homeopathic),Sciatica,2,0.06896551724,0.08
Homeopathy,Homeopathic remedies,Pain management (Homeopathic),,Pain management (Homeopathic),Sciatica,2,0.04081632653,0.08
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Adenosylcobalamin,Adenosylcobalamin,Sciatica,1,0.05,0.04
Nutritional supplements,Enzymes,Digestive enzymes,Bromelain,Bromelain,Sciatica,1,0.02702702703,0.04
Conditions & formulations,Immune & inflammatory health,Inflammation support,,Inflammation support,Sciatica,1,0.001724137931,0.04
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Sciatica,1,0.001686340641,0.04
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Meriva,Meriva,Sciatica,1,0.002325581395,0.04
Conditions & formulations,Neurocognitive health & sleep,Nervous system support,,Nervous system support,Sciatica,1,0.01020408163,0.04
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Sciatica,1,0.00293255132,0.04
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Sciatica,1,0.0007183908046,0.04
Personal care & healthy living,Facial care,Devices & tools,,Devices & tools,Seasonal affective disorder (SAD),12,0.5217391304,0.3870967742
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Seasonal affective disorder (SAD),6,0.001044568245,0.1935483871
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Seasonal affective disorder (SAD),5,0.003315649867,0.1612903226
Conditions & formulations,Neurocognitive health & sleep,Mood support,,Mood support,Seasonal affective disorder (SAD),3,0.01863354037,0.09677419355
Nutritional supplements,Amino acids,Base amino acids,5-HTP,5-HTP,Seasonal affective disorder (SAD),1,0.005813953488,0.03225806452
Nutritional supplements,Amino acids,Amino compounds,GABA,GABA,Seasonal affective disorder (SAD),1,0.001757469244,0.03225806452
Nutritional supplements,Amino acids,Base amino acids,L-theanine,L-theanine,Seasonal affective disorder (SAD),1,0.0008156606852,0.03225806452
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Seasonal affective disorder (SAD),1,0.001686340641,0.03225806452
Herbal/Botanicals,Herbs,St. John's wort,,St. John's wort,Seasonal affective disorder (SAD),1,0.02777777778,0.03225806452
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,Seborrheic dermatitis,2,0.003683241252,0.1333333333
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Seborrheic dermatitis,2,0.00487804878,0.1333333333
Personal care & healthy living,Facial care,Facial suncare,Facial sunscreen,Facial sunscreen,Seborrheic dermatitis,1,0.5,0.06666666667
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Seborrheic dermatitis,1,0.0009233610342,0.06666666667
Herbal/Botanicals,Phytonutrients,Indoles & sulphoraphane,,Indoles & sulphoraphane,Seborrheic dermatitis,1,0.002666666667,0.06666666667
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Seborrheic dermatitis,1,0.0006910850035,0.06666666667
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Seborrheic dermatitis,1,0.002976190476,0.06666666667
Vitamins & minerals,Vitamins,Vitamin A,Retinyl palmitate,Retinyl palmitate,Seborrheic dermatitis,1,0.01369863014,0.06666666667
Vitamins & minerals,Vitamins,Vitamin B7 (Biotin),,Vitamin B7 (Biotin),Seborrheic dermatitis,1,0.01785714286,0.06666666667
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,Seborrheic dermatitis,1,0.003802281369,0.06666666667
Vitamins & minerals,Minerals,Zinc,Zinc citrate,Zinc citrate,Seborrheic dermatitis,1,0.02941176471,0.06666666667
Vitamins & minerals,Minerals,Zinc,Zinc picolinate,Zinc picolinate,Seborrheic dermatitis,1,0.002212389381,0.06666666667
Vitamins & minerals,Minerals,Zinc,Zinc sulfate,Zinc sulfate,Seborrheic dermatitis,1,0.01923076923,0.06666666667
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,Selenium deficiency,4,0.01365187713,0.4
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,Selenium deficiency,2,0.007604562738,0.2
Conditions & formulations,"Antiox, detox, & cellular health",Antioxidant support,,Antioxidant support,Selenium deficiency,1,0.01492537313,0.1
Vitamins & minerals,Minerals,Iodine,Kelp/Seaweed iodides,Kelp/Seaweed iodides,Selenium deficiency,1,0.03571428571,0.1
Personal care & healthy living,Food & beverage,Snacks,,Snacks,Selenium deficiency,1,0.25,0.1
Vitamins & minerals,Minerals,Selenium,Sodium selenite/selenate,Sodium selenite/selenate,Selenium deficiency,1,0.07142857143,0.1
Conditions & formulations,Women's health,Women's sexual support,,Women's sexual support,Sexual dysfunction,17,0.3035714286,0.2394366197
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),Sexual dysfunction,10,0.05917159763,0.1408450704
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Sexual dysfunction,8,0.008230452675,0.1126760563
Herbal/Botanicals,Herbs,Saffron,,Saffron,Sexual dysfunction,7,0.0421686747,0.0985915493
Conditions & formulations,Men's health,Men's sexual support,,Men's sexual support,Sexual dysfunction,6,0.2,0.08450704225
Personal care & healthy living,Feminine care,Intimate care products,,Intimate care products,Sexual dysfunction,4,0.03278688525,0.05633802817
Nutritional supplements,Amino acids,Base amino acids,Arginine/Citrulline,Arginine/Citrulline,Sexual dysfunction,3,0.03,0.04225352113
Conditions & formulations,Endocrine & hormonal health,Hormone balance support,,Hormone balance support,Sexual dysfunction,3,0.01449275362,0.04225352113
Conditions & formulations,Endocrine & hormonal health,Testosterone support,,Testosterone support,Sexual dysfunction,3,0.02272727273,0.04225352113
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Sexual dysfunction,2,0.004301075269,0.02816901408
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Sexual dysfunction,1,0.0006877579092,0.01408450704
Vitamins & minerals,Multivitamins & minerals,Men's multivitamins,,Men's multivitamins,Sexual dysfunction,1,0.01234567901,0.01408450704
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Sexual dysfunction,1,0.003937007874,0.01408450704
Vitamins & minerals,Minerals,Lithium,Other lithium,Other lithium,Sexual dysfunction,1,0.09090909091,0.01408450704
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Sexual dysfunction,1,0.0007183908046,0.01408450704
Nutritional supplements,Hormones & glandulars,Pregnenolone,,Pregnenolone,Sexual dysfunction,1,0.006172839506,0.01408450704
Herbal/Botanicals,Herbs,Rhodiola,,Rhodiola,Sexual dysfunction,1,0.006134969325,0.01408450704
Herbal/Botanicals,Herbs,Tongkat ali,,Tongkat ali,Sexual dysfunction,1,0.02941176471,0.01408450704
Conditions & formulations,"Eye, ear, nose, & throat health",Nasal & sinus support,,Nasal & sinus support,Sinusitis,57,0.3958333333,0.257918552
Vitamins & minerals,Minerals,Silver,Colloidal silver,Colloidal silver,Sinusitis,21,0.2307692308,0.09502262443
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Sinusitis,16,0.0167539267,0.07239819005
Conditions & formulations,Immune & inflammatory health,Seasonal support,,Seasonal support,Sinusitis,14,0.03693931398,0.06334841629
Herbal/Botanicals,Phytonutrients,Flavonoids,Quercetin,Quercetin,Sinusitis,11,0.04526748971,0.04977375566
Homeopathy,Homeopathic remedies,Respiratory support (Homeopathic),,Respiratory support (Homeopathic),Sinusitis,9,0.3913043478,0.0407239819
Homeopathy,Homeopathic remedies,Allergy support (Homeopathic),,Allergy support (Homeopathic),Sinusitis,8,0.1509433962,0.03619909502
Conditions & formulations,Traditional formulations,Chinese formulas,,Chinese formulas,Sinusitis,7,0.0258302583,0.03167420814
Nutritional supplements,Other metabolites & bioactive compounds,Propolis,,Propolis,Sinusitis,7,0.1891891892,0.03167420814
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Sinusitis,6,0.004357298475,0.02714932127
Nutritional supplements,Enzymes,Digestive enzymes,Bromelain,Bromelain,Sinusitis,5,0.1351351351,0.02262443439
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Sinusitis,5,0.01219512195,0.02262443439
Conditions & formulations,Immune & inflammatory health,Immune support,,Immune support,Sinusitis,5,0.01237623762,0.02262443439
