CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,HEALTH_AREA,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Herbal/Botanicals,Herbs,Ashwagandha (Withania),Standard ashwagandha,Standard ashwagandha,Overweight,Weight Management Support,1,0.001497005988,0.003300330033
Conditions & formulations,Neurocognitive health & sleep,Stress support,,Stress support,Overweight,Weight Management Support,1,0.0009633911368,0.003300330033
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,Overweight,Weight Management Support,1,0.001322751323,0.003300330033
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey concentrate,Whey concentrate,Overweight,Weight Management Support,1,0.05555555556,0.003300330033
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,Overweight,Weight Management Support,1,0.005291005291,0.003300330033
Vitamins & minerals,Vitamins,Vitamin C,Ascorbic acid,Ascorbic acid,Pancreatic cancer,Pancreatic Support,1,0.001694915254,0.2
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Pancreatic cancer,Pancreatic Support,1,0.0003387533875,0.2
Herbal/Botanicals,Herbs,Olive leaf,,Olive leaf,Pancreatic cancer,Pancreatic Support,1,0.01492537313,0.2
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Pancreatic cancer,Pancreatic Support,1,0.000466853408,0.2
Herbal/Botanicals,Mushrooms,Other mushrooms,,Other mushrooms,Pancreatic cancer,Pancreatic Support,1,0.009174311927,0.2
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Pancreatic insufficiency,Pancreatic Support,163,0.07609710551,0.8190954774
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,Pancreatic insufficiency,Pancreatic Support,6,0.01898734177,0.03015075377
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Pancreatic insufficiency,Pancreatic Support,5,0.01488095238,0.02512562814
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,Pancreatic insufficiency,Pancreatic Support,4,0.007920792079,0.02010050251
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,Pancreatic insufficiency,Pancreatic Support,3,0.01376146789,0.01507537688
Nutritional supplements,Enzymes,Systemic enzymes,Other systemic enzymes,Other systemic enzymes,Pancreatic insufficiency,Pancreatic Support,2,0.01739130435,0.01005025126
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Pancreatic insufficiency,Pancreatic Support,1,0.0006849315068,0.005025125628
Nutritional supplements,Probiotics,Akkermansia,Akkermansia (single-strain),Akkermansia (single-strain),Pancreatic insufficiency,Pancreatic Support,1,0.005617977528,0.005025125628
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Pancreatic insufficiency,Pancreatic Support,1,0.002433090024,0.005025125628
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Pancreatic insufficiency,Pancreatic Support,1,0.0003767897513,0.005025125628
Nutritional supplements,Enzymes,Digestive enzymes,Bile,Bile,Pancreatic insufficiency,Pancreatic Support,1,0.005813953488,0.005025125628
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Butyrate,Butyrate,Pancreatic insufficiency,Pancreatic Support,1,0.006535947712,0.005025125628
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Chlorella,Chlorella,Pancreatic insufficiency,Pancreatic Support,1,0.02272727273,0.005025125628
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Pancreatic insufficiency,Pancreatic Support,1,0.0009165902841,0.005025125628
Homeopathy,Homeopathic remedies,GI support (Homeopathic),,GI support (Homeopathic),Pancreatic insufficiency,Pancreatic Support,1,0.01492537313,0.005025125628
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,Pancreatic insufficiency,Pancreatic Support,1,0.004132231405,0.005025125628
Vitamins & minerals,Minerals,Iodine,Kelp/Seaweed iodides,Kelp/Seaweed iodides,Pancreatic insufficiency,Pancreatic Support,1,0.03571428571,0.005025125628
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Pancreatic insufficiency,Pancreatic Support,1,0.0007256894049,0.005025125628
Vitamins & minerals,Vitamins,Vitamin B5 (Pantothenic acid),Pantethine,Pantethine,Pancreatic insufficiency,Pancreatic Support,1,0.06666666667,0.005025125628
Animal health,Pet care,Pet health,,Pet health,Pancreatic insufficiency,Pancreatic Support,1,0.03703703704,0.005025125628
Nutritional supplements,Probiotics,Saccharomyces,,Saccharomyces,Pancreatic insufficiency,Pancreatic Support,1,0.002421307506,0.005025125628
Nutritional supplements,Enzymes,Systemic enzymes,Serrapeptase,Serrapeptase,Pancreatic insufficiency,Pancreatic Support,1,0.03125,0.005025125628
Herbal/Botanicals,Herbs,Mucuna (L-dopa),,Mucuna (L-dopa),Parkinson's disease,Neurodegenerative Support,5,0.1851851852,0.09259259259
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Parkinson's disease,Neurodegenerative Support,4,0.005312084993,0.07407407407
Conditions & formulations,Neurocognitive health & sleep,Brain support,,Brain support,Parkinson's disease,Neurodegenerative Support,3,0.01530612245,0.05555555556
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Parkinson's disease,Neurodegenerative Support,2,0.0007535795026,0.03703703704
Nutritional supplements,Amino acids,Amino compounds,Creatine,Creatine,Parkinson's disease,Neurodegenerative Support,2,0.002717391304,0.03703703704
Nutritional supplements,Amino acids,Peptides,Glutathione,Glutathione,Parkinson's disease,Neurodegenerative Support,2,0.006097560976,0.03703703704
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Parkinson's disease,Neurodegenerative Support,2,0.001373626374,0.03703703704
Conditions & formulations,"Antiox, detox, & cellular health",Mitochondrial support,,Mitochondrial support,Parkinson's disease,Neurodegenerative Support,2,0.009615384615,0.03703703704
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Parkinson's disease,Neurodegenerative Support,2,0.002079002079,0.03703703704
Nutritional supplements,Other metabolites & bioactive compounds,Phosphatidylcholine,,Phosphatidylcholine,Parkinson's disease,Neurodegenerative Support,2,0.0119760479,0.03703703704
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Parkinson's disease,Neurodegenerative Support,1,0.002433090024,0.01851851852
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Parkinson's disease,Neurodegenerative Support,1,0.004830917874,0.01851851852
Herbal/Botanicals,Herbs,Artemisia (Wormwood),,Artemisia (Wormwood),Parkinson's disease,Neurodegenerative Support,1,0.03333333333,0.01851851852
Herbal/Botanicals,Phytonutrients,Carotenoids,Astaxanthin,Astaxanthin,Parkinson's disease,Neurodegenerative Support,1,0.05263157895,0.01851851852
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Parkinson's disease,Neurodegenerative Support,1,0.0003387533875,0.01851851852
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Benfotiamine,Benfotiamine,Parkinson's disease,Neurodegenerative Support,1,0.01136363636,0.01851851852
Nutritional supplements,Enzymes,Digestive enzymes,Bile,Bile,Parkinson's disease,Neurodegenerative Support,1,0.005813953488,0.01851851852
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Parkinson's disease,Neurodegenerative Support,1,0.006369426752,0.01851851852
Nutritional supplements,Other metabolites & bioactive compounds,Citicoline,,Citicoline,Parkinson's disease,Neurodegenerative Support,1,0.03703703704,0.01851851852
Herbal/Botanicals,Herbs,Ginkgo,,Ginkgo,Parkinson's disease,Neurodegenerative Support,1,0.03125,0.01851851852
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Parkinson's disease,Neurodegenerative Support,1,0.002421307506,0.01851851852
Herbal/Botanicals,Mushrooms,Lion's mane,,Lion's mane,Parkinson's disease,Neurodegenerative Support,1,0.01052631579,0.01851851852
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Parkinson's disease,Neurodegenerative Support,1,0.001879699248,0.01851851852
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,MCTs,MCTs,Parkinson's disease,Neurodegenerative Support,1,0.01428571429,0.01851851852
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Parkinson's disease,Neurodegenerative Support,1,0.001661129568,0.01851851852
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Meriva,Meriva,Parkinson's disease,Neurodegenerative Support,1,0.002309468822,0.01851851852
Conditions & formulations,Cardiometabolic health,Methylation support,,Methylation support,Parkinson's disease,Neurodegenerative Support,1,0.005617977528,0.01851851852
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Parkinson's disease,Neurodegenerative Support,1,0.001862197393,0.01851851852
Conditions & formulations,Neurocognitive health & sleep,Mood support,,Mood support,Parkinson's disease,Neurodegenerative Support,1,0.006211180124,0.01851851852
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,Parkinson's disease,Neurodegenerative Support,1,0.02,0.01851851852
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NMN,NMN,Parkinson's disease,Neurodegenerative Support,1,0.01298701299,0.01851851852
Conditions & formulations,Neurocognitive health & sleep,Nervous system support,,Nervous system support,Parkinson's disease,Neurodegenerative Support,1,0.009900990099,0.01851851852
Personal care & healthy living,Food & beverage,Oils,,Oils,Parkinson's disease,Neurodegenerative Support,1,0.25,0.01851851852
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Parkinson's disease,Neurodegenerative Support,1,0.00293255132,0.01851851852
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Parkinson's disease,Neurodegenerative Support,1,0.006329113924,0.01851851852
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Parkinson's disease,Neurodegenerative Support,1,0.002688172043,0.01851851852
Herbal/Botanicals,Herbs,Sugarcane (Policosanols),,Sugarcane (Policosanols),Parkinson's disease,Neurodegenerative Support,1,0.1,0.01851851852
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Parkinson's disease,Neurodegenerative Support,1,0.0001729804532,0.01851851852
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Peptic ulcer disease,GI Immune Support,13,0.01191567369,0.40625
Herbal/Botanicals,Herbs,Licorice,Deglycerrhizinated licorice (DGL),Deglycerrhizinated licorice (DGL),Peptic ulcer disease,GI Immune Support,4,0.01374570447,0.125
Nutritional supplements,Amino acids,Base amino acids,L-glutamine,L-glutamine,Peptic ulcer disease,GI Immune Support,3,0.008,0.09375
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Peptic ulcer disease,GI Immune Support,3,0.002177068215,0.09375
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Aloe,Aloe,Peptic ulcer disease,GI Immune Support,1,0.005586592179,0.03125
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Peptic ulcer disease,GI Immune Support,1,0.002136752137,0.03125
Homeopathy,Homeopathic remedies,GI support (Homeopathic),,GI support (Homeopathic),Peptic ulcer disease,GI Immune Support,1,0.01492537313,0.03125
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Peptic ulcer disease,GI Immune Support,1,0.002421307506,0.03125
Conditions & formulations,Gastrointestinal health,Motility support,,Motility support,Peptic ulcer disease,GI Immune Support,1,0.001453488372,0.03125
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Peptic ulcer disease,GI Immune Support,1,0.000466853408,0.03125
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Peptic ulcer disease,GI Immune Support,1,0.000710732054,0.03125
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Peptic ulcer disease,GI Immune Support,1,0.002688172043,0.03125
Vitamins & minerals,Minerals,Zinc,Zinc carnosine,Zinc carnosine,Peptic ulcer disease,GI Immune Support,1,0.006134969325,0.03125
Conditions & formulations,Cardiometabolic health,Blood pressure support,,Blood pressure support,Peripheral vascular disease,Heart & Circulatory Support,3,0.01276595745,0.12
Nutritional supplements,Enzymes,Systemic enzymes,Nattokinase,Nattokinase,Peripheral vascular disease,Heart & Circulatory Support,3,0.024,0.12
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Peripheral vascular disease,Heart & Circulatory Support,2,0.0006775067751,0.08
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Peripheral vascular disease,Heart & Circulatory Support,2,0.0003459609064,0.08
Nutritional supplements,Amino acids,Amino compounds,Anhydrous Betaine,Anhydrous Betaine,Peripheral vascular disease,Heart & Circulatory Support,1,0.01923076923,0.04
Nutritional supplements,Amino acids,Base amino acids,Arginine/Citrulline,Arginine/Citrulline,Peripheral vascular disease,Heart & Circulatory Support,1,0.01,0.04
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Benfotiamine,Benfotiamine,Peripheral vascular disease,Heart & Circulatory Support,1,0.01136363636,0.04
Conditions & formulations,Cardiometabolic health,Cardiovascular support,,Cardiovascular support,Peripheral vascular disease,Heart & Circulatory Support,1,0.004484304933,0.04
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Peripheral vascular disease,Heart & Circulatory Support,1,0.001328021248,0.04
Personal care & healthy living,Food & beverage,Drink mixes & beverages,,Drink mixes & beverages,Peripheral vascular disease,Heart & Circulatory Support,1,0.1,0.04
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Peripheral vascular disease,Heart & Circulatory Support,1,0.0007610350076,0.04
Conditions & formulations,Musculoskeletal health & sport/exercise,Joint support,,Joint support,Peripheral vascular disease,Heart & Circulatory Support,1,0.002958579882,0.04
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Peripheral vascular disease,Heart & Circulatory Support,1,0.002994011976,0.04
Nutritional supplements,Enzymes,Systemic enzymes,Lumbrokinase,Lumbrokinase,Peripheral vascular disease,Heart & Circulatory Support,1,0.07142857143,0.04
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,Nicotinamide riboside (NR),Nicotinamide riboside (NR),Peripheral vascular disease,Heart & Circulatory Support,1,0.02857142857,0.04
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Peripheral vascular disease,Heart & Circulatory Support,1,0.002688172043,0.04
Vitamins & minerals,Vitamins,Vitamin K,Other vitamin K,Other vitamin K,Peripheral vascular disease,Heart & Circulatory Support,1,0.01754385965,0.04
Conditions & formulations,Immune & inflammatory health,Respiratory support,,Respiratory support,Peripheral vascular disease,Heart & Circulatory Support,1,0.01176470588,0.04
Vitamins & minerals,Minerals,Zinc,Zinc picolinate,Zinc picolinate,Peripheral vascular disease,Heart & Circulatory Support,1,0.002192982456,0.04
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,Pernicious anemia,Nutrient Support,9,0.01645338208,0.375
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Pernicious anemia,Nutrient Support,4,0.00135501355,0.1666666667
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Pernicious anemia,Nutrient Support,3,0.005586592179,0.125
Nutritional supplements,Other metabolites & bioactive compounds,Medical Foods,,Medical Foods,Pernicious anemia,Nutrient Support,2,0.008928571429,0.08333333333
